Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
Myanmar,57.0093841552734,29.04,48.9964874617104,33.8629989624023,13.9060001373291,22.0259990692139,0.0,1.6599999666214,4.67399978637695,3.44700002670288,51.2999992370605,49.7649993896484,52.3530006408691,16.3159999847412,13.9670000076294,17.9270000457764,32.382999420166,36.2680015563965,29.7189998626709,693.7543591,425.0412076,2.207,0.169586124275206,5.87198222637582,1408.14066001777,5305.04713749719,25.07330424,51.4539985656738,80.1510009765625,65.3109970092773,25085390.0,68.94,64.242,95.6532148876445,27.7970008850098,42.0200004577637,36.2330017089844,27.3726481213854,14476086.0,67.1156761502169,35494275.0,5.5116757283977,2914862.0,80.9781695963741,0.914735350798747,52885223.0,0.0,0.0,36976290.0,69.918,63.3190002441406,60.5999984741211,61.7060012817383,31.0,0.972644097577125,1160.0,14.0,282.0,0.916999995708466,0.691999971866608,0.782999992370605,1.81299996376038,1.4889999628067,1.62999999523163,15908933.0,30.082,61.6599998474121,55.9260005950928,58.2590007781983,36.6809997558594,39.4000015258789,38.2939987182617,-2306518795.81366
Guyana,84.2429046630859,86.6694,52.8789487314833,4.87400007247925,3.37199997901917,3.87899994850159,7.0,2.93300008773804,5.36499977111816,4.54500007629395,14.3290004730225,4.27199983596802,19.3419990539551,25.9330005645752,10.3990001678467,33.6749992370605,59.7379989624023,85.3280029296875,46.9830017089844,287.2256603,132.1902155,2.51,7.3972298051346,3.31613165474852,3783.54332759748,7266.3352852239,35.66,40.5579986572266,74.6289978027344,57.6150016784668,314468.0,69.035,64.393,75.6054224540704,21.306999206543,28.0970001220703,25.806999206543,29.4183521853659,227493.0,65.4112294921913,505827.0,5.17041832244282,39983.0,3.92838709677419,0.621217096586963,773303.0,16.4,0.0,568517.0,73.518,29.113000869751,36.8349990844727,34.2309989929199,35.0,18.3104164861639,581.0,18.0,256.0,15.3450002670288,9.80900001525879,11.7550001144409,27.9559993743896,17.4020004272461,21.2649993896484,204786.0,26.482,26.1809992790223,31.4690001010895,29.6859991550446,70.8870010375977,63.1650009155273,65.7689971923828,-174021504.037131
Rwanda,29.37,26.7824,76.5434337293355,11.664999961853,5.57000017166138,8.70699977874756,8.0,0.337000012397766,0.670000016689301,0.499000012874603,66.9339981079102,77.0709991455078,56.185001373291,8.12399959564209,2.66799998283386,13.9090003967285,24.9419994354248,20.2600002288818,29.9060001373291,1404.493852,529.9951501,3.885,0.182261257974402,5.98131491296596,738.830185687619,1790.25475455162,20.0,86.0530014038086,86.3870010375977,86.2149963378906,6116453.0,69.248,64.966,74.8607259168611,75.8720016479492,66.4860000610352,71.3160018920898,40.4706168437227,4823089.0,56.6432848209542,6750468.0,2.88609833532312,343951.0,483.07693554925,2.44590486681057,11917508.0,16.6,7.4,9884858.0,82.944,87.8740005493164,72.7259979248047,80.5220031738281,29.0,0.112464787101465,230.0,4.0,124.0,1.32099997997284,1.13800001144409,1.23199999332428,2.53500008583069,1.43599998950958,1.99800002574921,2032650.0,17.056,87.5370016098022,72.0560002326966,80.0230016708374,12.1260004043579,27.2740001678467,19.4780006408691,-1539599265.47421
"Venezuela, RB",99.6038360595703,85.8336,52.2710704887865,3.9300000667572,2.43799996376038,3.02600002288818,7.0,1.99600005149841,4.38299989700317,3.44099998474121,9.83399963378906,4.29099988937378,13.460000038147,23.242000579834,12.6370000839233,30.1800003051758,66.9240036010742,83.0719985961914,56.359001159668,71.18315488,49.97127021,2.317,8.27462363286777,4.711472602739726,4.711472602739726,4.711472602739726,60.0,50.117000579834,77.5759963989258,63.6430015563965,14486651.0,78.767,70.561,87.4326422186088,25.8120002746582,29.1089992523193,27.8090000152588,27.8945960107487,8805816.0,65.6723563307215,20731567.0,6.43304765852981,2030796.0,35.7895572813333,1.3170572501016,31568179.0,27.9,0.0,3736094.0,11.835,31.7369995117188,35.9300003051758,34.2760009765625,70.0,24.2662619215381,720.0,230.0,792.0,8.34899997711182,6.34499979019165,7.14599990844727,20.5820007324219,13.1110000610352,15.7639999389648,27832085.0,88.165,29.7420003414154,31.5469992160797,30.835000038147,68.2630004882813,64.0699996948242,65.7239990234375,2874000000.0
Puerto Rico,100.0,38.132,49.5187469028755,1.74899995326996,0.523000001907349,1.04799997806549,7.0,7.06300020217896,18.6580009460449,13.6879997253418,3.04500007629395,0.402999997138977,5.04400014877319,16.5620002746582,13.2080001831055,19.0979995727539,80.3939971923828,86.3889999389648,75.8580017089844,4.711472602739726,4.711472602739726,1.3,18.7160074843855,-2.60612521806551,27308.9938782031,35044.6697057835,68.64,33.2470016479492,51.1790008544922,41.7120018005371,1161345.0,83.723,76.041,88.6658125910091,8.49300003051758,18.875,14.4250001907349,18.2685583560961,622322.0,66.8812397710627,2278323.0,14.8502018728412,505875.0,384.049605411499,-1.93784947041446,3406520.0,100.0,0.0,217949.0,6.398,17.3050003051758,38.0559997558594,29.1620006561279,16.0,22.1801394420736,630.0,5.5,218.0,10.1339998245239,12.9750003814697,11.7799997329712,23.5639991760254,25.6870002746582,24.8999996185303,3188571.0,93.602,10.2419999837875,19.3980000019073,15.4730001688004,82.6949996948242,61.9440002441406,70.8379974365234,4.711472602739726
Guinea-Bissau,14.6557903289795,87.2052,80.3438226933307,1.66299998760223,2.0460000038147,1.86699998378754,0.0,0.616999983787537,2.15499997138977,1.43499994277954,83.5979995727539,89.6110000610352,78.3109970092773,7.01900005340576,4.59700012207031,9.14799976348877,9.38300037384033,5.79199981689453,12.539999961853,422.7909314,244.5381505,4.633,0.0397092468020563,6.26280564499115,585.16830694295,1498.83983814272,3.761413832337,65.4400024414063,78.0400009155273,71.5550003051758,758555.0,59.134,55.657,70.817669017645,74.140998840332,53.8759994506836,63.3569984436035,41.6147398961722,755598.0,55.4496397528664,1006798.0,2.93562035096145,53302.0,64.5696301564723,2.51932892111307,1815698.0,0.0,0.1,1043427.0,57.467,76.4209976196289,58.076000213623,66.6589965820313,46.0,0.0,1785.0,8.5,218.0,6.71700000762939,5.63600015640259,6.14499998092651,12.2250003814697,10.8809995651245,11.5389995574951,772271.0,42.533,75.8039988279342,55.9219994544983,65.223998427391,23.5790004730225,41.923999786377,33.3409996032715,-56490909.2136088
Mongolia,81.775032043457,24.2296,49.8154893898358,4.61700010299683,1.4210000038147,2.88700008392334,7.0,0.992999970912933,1.94500005245209,1.50800001621246,30.3600006103516,27.9260005950928,32.423999786377,18.9909992218018,12.5830001831055,24.4220008850098,50.648998260498,59.4910011291504,43.1539993286133,917.7491601,355.5243599,2.757,7.47001220189747,1.24320256286998,3906.11587467046,11361.0064180842,22.2657705007562,52.6619987487793,66.1650009155273,59.2830009460449,1268790.0,73.546,65.277,111.236547028174,40.0330009460449,47.4379997253418,44.0410003662109,29.3047693101469,887172.0,66.748772378128,2020751.0,3.94645831172512,119475.0,1.94868431216046,1.68287402949855,3027398.0,0.0,42.2,959776.0,31.703,45.6430015563965,50.8040008544922,48.4360008239746,19.0,7.4416049690196,374.0,10.0,148.0,6.00400018692017,8.26200008392334,7.23999977111816,21.1410007476807,19.0410003662109,19.8579998016357,2067622.0,68.297,44.6500010490417,48.8589997291565,46.9280004501342,54.3569984436035,49.1959991455078,51.5639991760254,-497135.735171318
Albania,100.0,20.6796,44.0015401014685,40.3009986877441,22.5219993591309,30.0470008850098,6.0,1.01999998092651,3.47300004959106,2.43499994277954,40.6590003967285,47.2719993591309,35.8059997558594,18.4529991149902,13.6520004272461,21.9759998321533,40.8880004882813,39.076000213623,42.2169990539551,750.385083,556.6603641,1.713,9.10277930034295,3.35215921082479,4683.80021257139,11356.3413288171,66.363444701023,47.4389991760254,65.0530014038086,56.2779998779297,1331755.0,80.451,76.389,115.152264870754,16.6860008239746,34.4819984436035,26.9500007629395,17.7223966527563,509714.0,69.4436888572377,1997271.0,12.833914490006,369116.0,104.967189781022,-0.159880412127734,2876101.0,0.0,38.9,1195854.0,41.579,58.0069999694824,60.4780006408691,59.431999206543,34.0,8.49659712378705,525.0,5.0,261.0,14.548999786377,15.7049999237061,15.2200002670288,30.3850002288818,33.9539985656738,32.7319984436035,1680247.0,58.421,56.9869995117187,57.0039978027344,56.9970016479493,41.9930000305176,39.5219993591309,40.568000793457,-2001510213.2648
Timor-Leste,63.3941383361816,45.6234,89.6102789742547,37.4620018005371,9.74100017547607,18.4540004730225,4.0,0.675999999046326,2.76900005340576,2.11199998855591,24.7819995880127,27.6359996795654,23.4740009307861,14.1070003509521,6.0460000038147,17.8020000457764,61.1110000610352,66.3170013427734,58.7239990234375,4.711472602739726,4.711472602739726,5.503,0.0810296759364721,0.824533627362769,2967.73146597484,7297.00179604536,25.24624959,25.1180000305176,52.5909996032715,39.0229988098145,278494.0,70.763,67.113,117.613155814234,14.8369998931885,38.398998260498,30.9930000305176,43.7468815792274,555004.0,52.7397568006205,669094.0,3.51336162015211,44573.0,85.3174848688635,2.20709232495495,1268671.0,0.0,5.6,889973.0,70.15,52.976001739502,50.9090003967285,51.5589981079102,18.0,0.214397586135413,1285.0,9.0,276.0,4.44500017166138,2.86400008201599,3.3659999370575,17.6580009460449,8.20499992370605,11.543999671936,378698.0,29.85,52.2990016937256,48.1399984359741,49.4470005035401,47.023998260498,49.0909996032715,48.4410018920898,-1068796400.0
Tajikistan,100.0,36.9168,62.7384592913096,0.34799998998642,0.61599999666214,0.513000011444092,7.0,0.215000003576279,0.833999991416931,0.596000015735626,50.7389984130859,68.7570037841797,39.5050010681152,16.5590000152588,4.30800008773804,24.1979999542236,32.7019996643066,26.9379997253418,36.2949981689453,124.4968153,75.67918839,3.36,0.0686895667760472,6.90000145473589,968.385602564592,2762.58545284209,20.470000000055,45.5219993591309,73.0449981689453,59.189998626709,3351954.0,74.187,68.296,107.613654615807,43.2290000915527,50.4300003051758,47.6640014648438,35.1680163975734,3071909.0,61.448289749994,5367478.0,3.3836938524326,295564.0,62.9382718718026,2.15588412311325,8734951.0,35.8,0.0,6389529.0,73.149,43.7919998168945,51.8790016174316,48.7729988098145,12.0,5.35778620853168,430.0,22.0,258.0,11.0299997329712,9.84500026702881,10.3039999008179,21.431999206543,16.7220001220703,18.5170001983643,2345422.0,26.851,43.5770000815391,51.0460003018379,48.1770014762879,56.2080001831055,48.1209983825684,51.2270011901855,-2027438335.39895
Afghanistan,84.1371383666992,68.7942,86.5709321507136,58.0439987182617,19.7749996185303,26.0860004425049,0.0,0.291999995708466,1.432000041008,1.24399995803833,61.3489990234375,72.6210021972656,59.1220016479492,6.74100017547607,5.55900001525879,6.97499990463257,31.9099998474121,21.8209991455078,33.9020004272461,434.3793696,185.0455137,4.635,0.0253952904937299,2.36671191565063,617.889972323552,1802.69556548499,10.5957264186601,19.4190006256104,86.7170028686523,54.234001159668,10551800.0,65.024,62.412,62.3354168186364,11.0839996337891,45.6119995117188,39.9179992675781,43.859524945037,15199971.0,53.5989174986911,18575258.0,2.54155755627188,880803.0,53.0834053242655,2.6891634730922,34656032.0,0.0,0.8,25985093.0,74.98,69.4189987182617,66.8190002441406,67.2480010986328,19.0,0.329501080793093,1642.0,7.5,275.0,13.0159997940063,7.9689998626709,8.84099960327148,21.7360000610352,16.8159999847412,17.8819999694824,8670939.0,25.02,69.1279983520508,65.3869991302491,66.003999710083,30.5809993743896,33.1809997558594,32.7519989013672,-6191463867.40496
Cameroon,60.0747680664063,108.8318,85.4205882355268,1.85399997234344,0.941999971866608,1.36600005626678,1.0,2.93400001525879,4.07299995422363,3.54399991035461,62.0369987487793,65.3369979858398,59.1689987182617,9.29899978637695,7.02400016784668,11.2749996185303,28.6650009155273,27.6389999389648,29.5550003051758,216.3758604,98.24900328,4.708,0.196141598585173,4.45045326629905,1495.44336202907,3346.81779272084,25.0,71.161003112793,81.2669982910156,76.1890029907227,10196177.0,59.232,56.922,79.8555914199932,79.6340026855469,62.148998260498,70.2740020751953,42.9044196025724,10056448.0,53.9314436177805,12641093.0,3.16413677964711,741648.0,49.5847115567684,2.61358514949048,23439189.0,0.0,8.0,10505679.0,44.821,84.4219970703125,67.1640014648438,75.1829986572266,44.0,4.48425497998246,800.0,16.5,648.0,5.22499990463257,3.40899991989136,4.26100015640259,10.7670001983643,7.52500009536743,9.02400016784668,12933510.0,55.179,81.4880026578903,63.0909982323646,71.6400021314621,15.5780000686646,32.8359985351563,24.8169994354248,-828668887.093496
Benin,41.4026145935059,88.1498,85.5341905465139,19.2639999389648,11.4180002212524,15.2659997940063,0.0,0.654999971389771,1.84899997711182,1.26300001144409,41.3190002441406,33.6800003051758,48.6710014343262,18.1469993591309,16.3110008239746,19.9139995574951,40.5340003967285,50.0089988708496,31.4150009155273,345.4370578,174.7485012,4.977,0.204970467145032,3.96485991037314,837.199037667056,2009.61832073663,11.994047908223,68.4970016479492,73.1559982299805,70.7890014648438,4397267.0,62.398,59.382,81.7903445987224,75.0400009155273,70.2279968261719,72.5879974365234,42.8658596370335,4660504.0,53.8984214744666,5859997.0,3.23571888849993,351797.0,96.4198119900674,2.76353418122718,10872298.0,0.0,0.6,5846143.0,53.771,94.9599990844727,83.4940032958984,89.1169967651367,57.0,1.14863481482939,750.0,8.5,270.0,2.75399994850159,2.34100008010864,2.54399991035461,5.67600011825562,4.83699989318848,5.28399991989136,5026155.0,46.229,94.3040008544921,81.6459970474243,87.8539972305297,5.03999996185303,16.5060005187988,10.8830003738403,-526019054.88671
Lithuania,100.0,11.392,50.4561317738493,1.10599994659424,0.749000012874603,0.931999981403351,8.0,1.40299999713898,3.37800002098084,2.36500000953674,7.97599983215332,5.54199981689453,10.5349998474121,25.136999130249,15.5790004730225,35.1920013427734,66.8870010375977,78.8789978027344,54.2729988098145,656.624355,444.8387097,1.7,29.4940701432374,2.34488073938843,15945.5234844081,28033.8739289417,74.3766455618662,55.859001159668,66.193000793457,60.5279998779297,1481027.0,79.7,69.2,144.578129314237,7.05100011825562,11.1820001602173,9.06400012969971,14.6914517979719,421385.0,66.4645633850471,1906357.0,18.8439848169809,540489.0,45.7818196328811,-1.27069453298857,2868231.0,84.2,37.8,936019.0,32.634,9.55900001525879,15.3090000152588,12.3620004653931,11.0,18.2539734390006,370.0,5.5,171.0,6.65000009536743,9.10000038146973,7.8600001335144,12.5839996337891,15.8140001296997,14.4090003967285,1932212.0,67.366,8.15700006484986,11.9310001730919,9.99600011110306,90.4410018920898,84.6910018920898,87.6380004882813,306454310.766927
Algeria,99.439567565918,10.4216,53.9078874261101,1.64600002765656,1.20799994468689,1.27999997138977,0.0,1.36099994182587,3.41700005531311,3.07800006866455,12.7349996566772,9.63599967956543,13.3549995422363,47.0900001525879,55.3819999694824,45.431999206543,40.1749992370605,34.9580001831055,41.2179985046387,131.0999178,144.9360226,2.776,7.04221873133591,3.29999999975597,4827.72425138732,13921.1800218255,42.9455268800332,15.125,67.3929977416992,41.4080009460449,11937169.0,77.333,74.873,115.848053881229,25.617000579834,26.7290000915527,26.5459995269775,29.0052379384236,11777882.0,64.973928024325,26383347.0,6.02083403725139,2444823.0,17.0488949050296,1.82546343244561,40606052.0,0.0,3.0,11589373.0,28.541,28.6229991912842,31.3540000915527,30.9050006866455,27.0,8.38473289646578,630.0,20.0,265.0,18.5990009307861,8.33600044250488,10.1999998092651,41.6570014953613,20.8320007324219,24.2569999694824,29016679.0,71.459,27.2630006074906,27.9370000362396,27.8259994983673,71.3769989013672,68.6460037231445,69.0950012207031,-27449490180.5443
Sierra Leone,20.3,115.5808,81.6210861673656,5.22499990463257,6.03399991989136,5.625,0.0,2.58500003814697,2.1489999294281,2.36999988555908,60.5849990844727,59.7690010070801,61.4210014343262,6.10900020599365,0.843999981880188,11.5030002593994,33.3059997558594,39.3870010375977,27.0750007629395,4872.180076,5267.423,4.457,4.711472602739726,6.05547402886204,453.663921596255,1363.86357140879,11.77318438,57.2980003356934,58.8269996643066,58.0499992370605,2472407.0,52.417,51.258,84.8987113635534,87.5329971313477,76.370002746582,82.0199966430664,42.4149595940613,3137091.0,55.0596861356996,4072319.0,2.52535427023914,186780.0,102.468689387642,2.17547924087244,7396190.0,0.0,1.6,4346889.0,58.772,95.3430023193359,84.5540008544922,90.0139999389648,34.0,0.229848070425449,515.0,10.0,343.0,3.7739999294281,5.42799997329712,4.59800004959106,5.87799978256226,14.3450002670288,9.34099960327148,3049301.0,41.228,92.7579970359803,82.4040026664734,87.6449966430664,4.65700006484985,15.4460000991821,9.98600006103516,-634813013.317395
Uganda,26.7,110.5312,100.630767843244,20.8819999694824,12.75,16.6200008392334,7.0,2.62700009346008,3.96499991416931,3.32800006866455,70.3980026245117,75.7590026855469,65.5309982299805,6.82399988174438,3.28600001335144,10.0369997024536,22.7779998779297,20.9549999237061,24.431999206543,631.3347765,350.4000998,5.591,0.260940733053549,4.65657559808615,662.434401678693,1687.08273624095,21.87617046,66.4540023803711,74.8789978027344,70.5920028686523,15233398.0,62.097,57.658,55.0484604390695,60.7229995727539,55.4819984436035,57.976001739502,47.9861328459952,19908470.0,49.8428038106955,20678765.0,2.17106334330932,900730.0,206.90188011171,3.29087238084198,41487965.0,6.6,0.0,32101728.0,77.376,84.2320022583008,72.1969985961914,77.9240036010742,31.0,0.88758993120053,490.0,26.0,195.0,2.65199995040894,1.41799998283386,2.00999999046326,3.54800009727478,2.15599989891052,2.81699991226196,9386237.0,22.624,81.6049995422363,68.2319984436035,74.5960025787354,15.7679996490479,27.80299949646,22.076000213623,-1670742137.57072
Colombia,99.0044555664063,49.497,45.3930293588412,5.73299980163574,2.05900001525879,3.59400010108948,7.0,2.54999995231628,4.92999982833862,3.93600010871887,16.0869998931885,6.75099992752075,22.7900009155273,19.2789993286133,13.1940002441406,23.6469993591309,64.6340026855469,80.0550003051758,53.5620002746582,240.6930022,226.3544641,1.853,12.1532425090208,2.04305973323898,7531.98257835885,13135.0098987578,58.1364935728703,58.6230010986328,82.5589981079102,70.265998840332,26020330.0,77.996,70.851,120.618294060691,41.109001159668,45.1749992370605,43.4770011901855,23.8878114608965,11622237.0,68.7790882692129,33463378.0,7.33310026989059,3567804.0,43.8516620099144,0.876786631887371,48653419.0,92.1,0.0,9678138.0,19.892,49.3919982910156,52.1650009155273,51.0069999694824,12.0,14.6258662726252,1288.0,11.0,239.0,10.6540002822876,6.6230001449585,8.35000038146973,22.0380001068115,13.8210000991821,17.1919994354248,38975281.0,80.108,46.8420009613037,47.2339992523193,47.071001291275,50.6080017089844,47.8349990844727,48.9930000305176,-13451129309.4103
St. Vincent and the Grenadines,100.0,50.1176,46.2764822028924,0.570999979972839,0.575999975204468,0.574000000953674,0.0,1.61099994182587,3.76999998092651,2.88499999046326,6.18800020217896,1.36199998855591,9.54300022125244,12.2600002288818,6.08300018310547,16.5540008544922,81.552001953125,92.5579986572266,73.9020004272461,99.45319149,65.40230239,1.931,19.9419935609204,1.27020785219401,6651.2676559236,10583.0539712116,55.5746194230166,58.492000579834,80.4199981689453,69.5449981689453,57864.0,75.414,71.061,102.741625092345,7.75699996948242,8.98900032043457,8.48400020599365,24.1137145098182,26439.0,68.3636894284177,74956.0,7.52259606176409,8248.0,281.135897435897,0.171612745109297,109643.0,0.0,0.0,53316.0,48.627,9.93900012969971,13.335000038147,11.9420003890991,36.0,18.7426465893856,595.0,10.0,108.0,19.5919990539551,17.2229995727539,18.2110004425049,45.7890014648438,35.132999420166,39.2690010070801,56327.0,51.373,8.32799994945526,9.56500029563904,9.05800020694732,90.0609970092773,86.6650009155273,88.0579986572266,-136031121.70791
Costa Rica,100.0,54.58,45.2005220586521,0.19200000166893,0.142000004649162,0.159999996423721,7.0,3.76300001144409,10.1370000839233,7.77299976348877,12.21399974823,4.19099998474121,16.9230003356934,18.6100006103516,9.0930004119873,24.1949996948242,69.1760025024414,86.7160034179688,58.8819999694824,164.6922064,287.1274329,1.783,13.1573182818182,4.15636150701233,9583.86088930956,15195.001412292,66.028712851114,45.0229988098145,73.9810028076172,59.4169998168945,2252807.0,82.277,77.451,171.50903984416,12.3940000534058,14.71399974823,13.8540000915527,21.9414016998012,1065754.0,68.8702757966711,3345218.0,9.1883225035277,446302.0,95.1287504896201,1.02269604671747,4857274.0,100.0,30.5,1081472.0,22.265,16.3490009307861,24.9930000305176,21.7880001068115,10.0,17.4959452565369,852.0,22.5,151.0,11.4440002441406,7.46299982070923,8.97999954223633,30.4720001220703,19.076000213623,23.4220008850098,3775802.0,77.735,12.5860000550747,14.8559997528792,14.0140000879764,83.6510009765625,75.0070037841797,78.2119979858398,683777504.543906
"Congo, Dem. Rep.",17.1473789215088,125.2448,97.4964905285973,21.1590003967285,8.9370002746582,14.9890003204346,0.0,2.29200005531311,5.3439998626709,3.83299994468689,81.4120025634766,86.3960037231445,76.5220031738281,11.71399974823,9.86499977111816,13.5270004272461,6.87400007247925,3.73900008201599,9.94999980926514,685.0805107,399.4041782,6.112,0.00127006459154793,2.39937909800997,407.563714233201,805.064264107408,6.20997406030119,71.370002746582,73.4980010986328,72.4209976196289,30594477.0,61.112,58.141,36.6912985957036,33.9410018920898,43.056999206543,38.5429992675781,46.3457237998407,36490840.0,50.6338111286692,39867115.0,3.02046507149009,2378198.0,34.7306645199709,3.27853356948562,78736153.0,0.0,0.7,44637887.0,56.693,57.3919982910156,57.3380012512207,57.3650016784668,52.0,0.0,610.0,11.5,346.0,4.32600021362305,3.06100010871887,3.69199991226196,7.86100006103516,6.60200023651123,7.28999996185303,34098266.0,43.307,55.1000022888183,51.9939994812012,53.5319995880127,42.6080017089844,42.6619987487793,42.6349983215332,-2224819933.85017
Syrian Arab Republic,100.0,39.5312,71.0656721031047,7.40299987792969,2.35199999809265,2.88800001144409,2.0,0.941999971866608,4.73699998855591,4.33500003814697,22.8330001831055,22.0769996643066,22.9190006256104,32.3959999084473,13.6840000152588,34.5279998779297,44.7709999084473,64.2389984130859,42.5530014038086,38.85148893,16.60634124,2.916,5.477966276792,4.711472602739726,4.711472602739726,4.711472602739726,31.869627268866,12.1389999389648,70.5989990234375,41.4599990844727,4786180.0,77.084,64.512,72.4337052377389,7.80800008773804,34.8429985046387,31.9769992828369,37.3640409164115,6886362.0,58.457081874222,10773905.0,4.17887720936648,770186.0,100.367331046125,-1.63883874873426,18430453.0,0.0,7.2,8692723.0,47.165,16.1529998779297,41.931999206543,39.2000007629395,20.0,18.7995704717621,872.0,15.5,336.0,38.1129989624023,10.798999786377,14.7849998474121,80.4209976196289,27.8369998931885,35.117000579834,9737730.0,52.835,15.2109999656677,37.1949985027314,34.864999294281,83.8470001220703,58.068000793457,60.7999992370605,4.711472602739726
Slovenia,100.0,4.3078,49.997784581413,3.06200003623962,1.78400003910065,2.375,4.0,1.96599996089935,5.15000009536743,3.67700004577637,5.02400016784668,4.16699981689453,5.76200008392334,33.1730003356934,19.1630001068115,45.234001159668,61.8030014038086,76.6699981689453,49.0029983520508,374.9781884,271.5767635,1.57,28.3613637479294,3.14835548996039,24460.3979007776,29930.037038675,75.4985042610791,52.0730018615723,61.4080009460449,56.6780014038086,996960.0,83.9,77.8,114.81787529682,5.66699981689453,10.3269996643066,8.17099952697754,14.8206666275239,306053.0,66.6676612787567,1376715.0,18.5116720937194,382274.0,102.534359483615,0.0731972072415279,2065042.0,100.0,3.1,949506.0,45.98,10.6949996948242,17.2600002288818,14.2229995727539,10.0,35.0690276832629,1160.0,7.0,245.0,8.58800029754639,7.48799991607666,8.0,14.7600002288818,15.6400003433228,15.2580003738403,1115536.0,54.02,8.72899985313415,12.1109997034073,10.5459995269775,89.3050003051758,82.7399978637695,85.7770004272461,3843577806.58722
Namibia,51.7824249267578,75.0032,67.8023735956767,5.08799982070923,2.77600002288818,3.8989999294281,7.0,3.14299988746643,5.84499979019165,4.53299999237061,20.0709991455078,18.0559997558594,21.9750003814697,19.3339996337891,7.19299983978271,30.8050003051758,60.5950012207031,74.7509994506836,47.2200012207031,301.3275375,186.3390583,3.415,2.59477608900707,0.700099217901723,6028.99599945761,9825.59926991324,31.0333459383454,58.015998840332,64.8109970092773,61.2589988708496,958630.0,67.241,61.381,107.26850244363,27.1119995117188,16.0240001678467,21.4109992980957,36.8926565292032,914832.0,59.5939126826371,1477758.0,3.51343078815976,87123.0,3.01195568997559,2.20799898330786,2479713.0,61.2,0.0,1290418.0,52.039,35.3429985046387,24.6450004577637,29.8419990539551,27.0,7.57559443371068,460.0,66.0,302.0,24.7910003662109,21.9370002746582,23.3500003814697,53.0639991760254,38.1100006103516,45.1920013427734,1189295.0,47.961,32.199999332428,18.8000001907349,25.3099992275238,64.6569976806641,75.3550033569336,70.1579971313477,-2565430209.39521
